index,message,label,restored_link
125,"[125] [Web발신]안녕하세요 플 라 이  T O K E N 거,래,소 「플 라 이 T o k e n」에서 회원님의 자_산 보 호를 위해 안내드립니다.■2 5년 0 3월 0 6일 (목) ■※ 소 _ 멸 일자에 다가온 자_산_보존을 위하여 안내드립니다.※장기간동안 접속 또는 이력이 없는 휴먼계정으로 가지고있는 B _ T_ C """"0 3월 1 0일"""" 없어지게 될 예정입니다.※ 소 _ 멸 일정 안내 1 B _ T_ C※소중한 자_산을 빠른시일이내 찾아가시길 바랍니다.☜ 곧 사라질 B _ T_ C ☞→ 보유중인 : 1 B _ T_ C→ 1 B _ T_ C지금 KRW : 135,700,000원■ 카 톡 실시간 상담 바로가기 ■http://pf.kakao.com/_Elxixjn/chat■복구 안내 바로가기 텔 레 , 카 톡 바로가기https://t.me/tnel112위에 링크를 눌러 빠르게 상담을 받으세요당사 서비스 종료 기간이 얼마 남지 않았습니다. 빠르게 상담을 받으시고 B _ T_ C 를 찾아가시길 바랍니다.이용 및 사용해주시는 회원님들께 진심으로 감사드리며 오늘 하루도 좋은 하루 보내시길 바라겠습니다광고수신거부 01585490122

MMS/안녕하세요""",1,http://pf.kakao.com/_Elxixjn/chat https://t.me/tnel112
126,[126] [국제발신]안녕하세요 월평동에상호:000ReelGame고뤠000p.c방☆슬ㄹ트 30시작010-5946-3132,0,
127,[127] 골드 적중 번호그냥 보내드립니다어서 연락주세요iri.my/dB4,1,iri.my/dB4
128,"[128] [Web발신]안녕하세요 플 라 이  T O K E N 거,래,소 「플 라 이 T o k e n」에서 회원님의 자_산 보 호를 위해 안내드립니다.

■2 5년 0 3월 0 6일 (목) ■
※ 소 _ 멸 일자에 다가온 자_산_보존을 위하여 안내드립니다.
※장기간동안 접속 또는 이력이 없는 휴먼계정으로 가지고있는 B _ T_ C """"0 3월 1 0일"""" 없어지게 될 예정입니다.
※ 소 _ 멸 일정 안내 1 B _ T_ C
※소중한 자_산을 빠른시일이내 찾아가시길 바랍니다.

☜ 곧 사라질 B _ T_ C ☞
→ 보유중인 : 1 B _ T_ C
→ 1 B _ T_ C지금 KRW : 135,700,000원

■ 카 톡 실시간 상담 바로가기 ■
http://pf.kakao.com/_Elxixjn/chat

■복구 안내 바로가기 텔 레 , 카 톡 바로가기
https://t.me/tnel112

위에 링크를 눌러 빠르게 상담을 받으세요

당사 서비스 종료 기간이 얼마 남지 않았습니다. 빠르게 상담을 받으시고 B _ T_ C 를 찾아가시길 바랍니다.

이용 및 사용해주시는 회원님들께 진심으로 감사드리며 오늘 하루도 좋은 하루 보내시길 바라겠습니다


광고수신거부 01585490122
MMS/안녕하세요""",1,http://pf.kakao.com/_Elxixjn/chat https://t.me/tnel112
129,[129] [국외발신]？？비타벳？？가입？만원？？5콩？8？+GS/배민3？ 10？？15？+GS/배민4？TEL> f c 4 8 6 0,0,
130,"[130] 안녕하세요 플 라 이  T O K E N 거,래,소 「플 라 이 T o k e n」에서 회원님의 자_산 보 호를 위해 안내드립니다.■2 5년 0 3월 0 6일 (목) ■※ 소 _ 멸 일자에 다가온 자_산_보존을 위하여 안내드립니다.※장기간동안 접속 또는 이력이 없는 휴먼계정으로 가지고있는 B _ T_ C """"0 3월 1 0일"""" 없어지게 될 예정입니다.※ 소 _ 멸 일정 안내 1 B _ T_ C※소중한 자_산을 빠른시일이내 찾아가시길 바랍니다.☜ 곧 사라질 B _ T_ C ☞→ 보유중인 : 1 B _ T_ C→ 1 B _ T_ C지금 KRW : 135,700,000원■ 카 톡 실시간 상담 바로가기 ■http://pf.kakao.com/_Elxixjn/chat■복구 안내 바로가기 텔 레 , 카 톡 바로가기https://t.me/tnel112위에 링크를 눌러 빠르게 상담을 받으세요당사 서비스 종료 기간이 얼마 남지 않았습니다. 빠르게 상담을 받으시고 B _ T_ C 를 찾아가시길 바랍니다.이용 및 사용해주시는 회원님들께 진심으로 감사드리며 오늘 하루도 좋은 하루 보내시길 바라겠습니다광고수신거부 01585490122

MMS/안녕하세요""",1,http://pf.kakao.com/_Elxixjn/chat https://t.me/tnel112
131,[131] [국외발신]안녕하세요 월평동에상호:000ReelGame고뤠000p.c방☆슬ㄹ트 30시작010-5946-3132,0,
132,[132] [국제발신]??스아유???p???????G텀???U???B대요??1~4%?矛?3~10%???-AC119,0,
133,[133] [국제발신]♡여신P시♡챔피언나이트 뒤 3층010.8586.845418~19시 식사제공♡lo 프로 + 출석,0,
134,"[134] 3월 시작을 꼭 설문 참여해서 경품 받아가세요!!매주 꿀같은 혜~택 기다리고 있습니다한주 한주 놓치기 아쉬운 경˘품 및 혜˘택 지˘급해드리니자동이 아닌 수동의 시대로 한발 한발 앞서갑니다!설문만 참여하셔도 매주 대박 번호 전달 해드립니다 !지금보다 더 여유있는 삶이 되도록 약속 드리니,시간 내셔서 설문 작성해 주시고 꼭 당첨혜택 받아가세요!!https://zxcv.be/fmaw90x

MMS/안녕하세요~!!@@""",1,https://zxcv.be/fmaw90x
135,[135] ???????/?????/비?????지!간???????100%???/??? ??/?? ???shj700,0,
136,[136] [국제발신]★세글자PC★스쳤다하면 팡팡>_<S_롯머신다같이 잡아요!Let's Go~♥☎공일공30401489,0,
137,[137] [국외발신]？？스아유？？？？？？텀？？？？대요？1~4%？충3~10%？？-AC119,0,
138,[138] [국제발신]  스아유？？？p？？？？？？？G텀？？？U？？？B대요？？1~4%？矛？3~10%？？？-AC119,0,
139,[139] [국외발신]♡여신P시♡챔피언나이트 뒤 3층010.8586.845418~19시 식사제공♡lo 프로 + 출석,0,
140,"[140] [국제발신]오션경마(목)지방~20:50조건조율,서비스,지인추천접속후 문의주소ocgo.kro.kr",1,ocgo.kro.kr
141,[141] [국제발신]439cⓨⓐⓐ.com♧크레이지 ♧ㅊ충15ㅁ충①0⑤만뽑기1판후기P1만ㅈㄱ,1,439cyaa.com
142,[142] [국제발신]                               01076314915,0,
143,"[143] [국외발신]오션경마(목)지방~20:50조건조율,서비스,지인추천접속후 문의주소ocgo.kro.kr",1,ocgo.kro.kr
144,"[144] [Web발신]1161회 """"2""""등 번호 놓치셨나요?1162회  놓치지말고 받으세요결제없이받기.qaa.kr",1,결제없이받기.qaa.kr
145,[145] [국외발신]ㅅㅏ고자 1oo% 진행가능타사 대비 낮은 ㅇㅣㅈㅏ0~100 가능 Leesj6788 <  ㅋㅏ 턱 친추 후 연락,0,
146,"[146] MMS 스팸신고[Web발신]소중한 고객님의 채굴로 획득하신 ＊Ε.Ｔ.Η * 46.5개현재가 １개 = 3,393,000 (*Ｋ.R.W*)현재보유 * 46.5개 = 157,774,500 (*Ｋ.R.W*)2021년 ΕＶΕNT 시작2025년 ΕＶΕNT 종료저희 Top_MAX 에서 2021년도에 라이엇 블록체인 업체와협업으로 진행한 ＊Ε.Ｔ.Η * 채굴ΕＶΕNT를 실시 하였습니다.2025년 2월 채굴ΕＶΕNT 종료로 인해서 현재까지채굴된 ＊Ε.Ｔ.Η * 를 회수하지 못한 회원님들이 계십니다.- 3월 31일부로 회수를 못하신 회원님들의 ＊Ε.Ｔ.Η * 는-채굴회사로의 환수, 반환, 소실 및 입출금등의 문제가 생기실수 있사오니-늦기전에 소중한 고객님의 소중한 ＊Ε.Ｔ.Η *를 찾아 가시길 바랍니다.-믿음으로 보답하는 Top-MAX 상담 : 010-4414-8745(상담원 통화부재중시 순차적으로 상담 연락 드리겠습니다.)Top-MAX 를 이용해주시는 모든분께 감사의 말씀을 드리며 좋은 하루 보내시길 바랍니다.광고수신거부 01585490129
MMS/[보유자산 출금가능 안내]""",0,
147,"[147] [Web발신]소중한 고객님의 채굴로 획득하신 ＊Ε.Ｔ.Η * 46.5개

현재가 １개 = 3,393,000 (*Ｋ.R.W*)

현재보유 * 46.5개 = 157,774,500 (*Ｋ.R.W*)

2021년 ΕＶΕNT 시작
2025년 ΕＶΕNT 종료


저희 Top_MAX 에서 2021년도에 라이엇 블록체인 업체와

협업으로 진행한 ＊Ε.Ｔ.Η * 채굴ΕＶΕNT를 실시 하였습니다.

2025년 2월 채굴ΕＶΕNT 종료로 인해서 현재까지

채굴된 ＊Ε.Ｔ.Η * 를 회수하지 못한 회원님들이 계십니다.

- 3월 31일부로 회수를 못하신 회원님들의 ＊Ε.Ｔ.Η * 는

-채굴회사로의 환수, 반환, 소실 및 입출금등의 문제가 생기실수 있사오니

-늦기전에 소중한 고객님의 소중한 ＊Ε.Ｔ.Η *를 찾아 가시길 바랍니다.


-믿음으로 보답하는 Top-MAX 상담 : 010-4414-8745

(상담원 통화부재중시 순차적으로 상담 연락 드리겠습니다.)


Top-MAX 를 이용해주시는 모든분께 감사의 말씀을 드리며 좋은 하루 보내시길 바랍니다.

광고수신거부 01585490129
MMS/[보유자산 출금가능 안내]""",0,
148,[148] [Web발신]1162차 번호 확인zxcv.be/klvivx7,1,zxcv.be/klvivx7
149,[149] [국제발신] 엠앤엠오늘하루도 멋진하루되세요mnm001-> 3693,0,
150,[150] [Web발신]오늘까지 연락주시면행운의 6자리적중 번호 전부 무상 제공http://iii.ad/25aa7f,1,http://iii.ad/25aa7f
151,"[151] [Web발신]ll61회차 40,858,302 원1162회차열개번호합 무료받기↓ ↓https://vo.la/NuiEBw",1,https://vo.la/NuiEBw
152,[152] [국외발신]포새이뜬？？오늘4시까지 30+20500짜리잡으시분+누적현금450시상오송 임부장？？？♂？010 8159 5174,0,
153,[153] ?청원 가구단지?진짜 포세이돈?큰빵나오는가계?전국최고확률 자신합니다☎ 010-5685-4164김부장,0,
154,"[154] ll61회차 40,858,302 원1162회차열개번호합 무료받기↓ ↓https://vo.la/NuiEBw",1,https://vo.la/NuiEBw
155,[155] ?갸입 =?自?비?5+3+3상품??전종목= l00 단폴 Ok승.전 x비.타.벳?Wyyy8700㈘ pc345,0,
156,"[156] 소중한 고객님의 채굴로 획득하신 ＊Ε.Ｔ.Η * 46.5개현재가 １개 = 3,393,000 (*Ｋ.R.W*)현재보유 * 46.5개 = 157,774,500 (*Ｋ.R.W*)2021년 ΕＶΕNT 시작2025년 ΕＶΕNT 종료저희 Top_MAX 에서 2021년도에 라이엇 블록체인 업체와협업으로 진행한 ＊Ε.Ｔ.Η * 채굴ΕＶΕNT를 실시 하였습니다.2025년 2월 채굴ΕＶΕNT 종료로 인해서 현재까지채굴된 ＊Ε.Ｔ.Η * 를 회수하지 못한 회원님들이 계십니다.- 3월 31일부로 회수를 못하신 회원님들의 ＊Ε.Ｔ.Η * 는-채굴회사로의 환수, 반환, 소실 및 입출금등의 문제가 생기실수 있사오니-늦기전에 소중한 고객님의 소중한 ＊Ε.Ｔ.Η *를 찾아 가시길 바랍니다.-믿음으로 보답하는 Top-MAX 상담 : 010-4414-8745(상담원 통화부재중시 순차적으로 상담 연락 드리겠습니다.)Top-MAX 를 이용해주시는 모든분께 감사의 말씀을 드리며 좋은 하루 보내시길 바랍니다.광고수신거부 01585490129

MMS/[보유자산 출금가능 안내]""",0,
157,[157] [Web발신]오늘 연락 주셔야행운의 6자리 적중 번호무상으로 드리는 중 !http://iii.im/cK8b,1,http://iii.im/cK8b
158,[158] BEBEJU2 키즈명품샵 새학기 이벤트?버버리 몽클 신상 구경하기? www.instagram.com/bebejkids,0,
159,[159] [국제발신]  o   o      o   o   o         ok          7963-4506,0,
160,[160] [Web발신]연락주세요행운의 6자리 적중 번호무상으로 드리는 중http://iii.im/ajLW,1,http://iii.im/ajLW
161,[161] [Web발신]설문하시면경품이 와르르62회차는 덤으로 공유https://vvd.bz/COc,1,https://vvd.bz/COc
162,[162] [국제발신]24시                                          05842   3,0,
163,[163] [Web발신]연락주세요행운의 6자리 적중 번호무상으로 드리는 중http://iii.im/SnHr,1,http://iii.im/SnHr
164,[164] [국제발신]BEBEJU2 키즈명품샵 새학기 이벤트 버버리 몽클 신상 구경하기  www.instagram.com/bebejkids,0,
165,[165] [국외발신]BEBEJU2 키즈명품샵 새학기 이벤트？？버버리 몽클 신상 구경하기？ www.instagram.com/bebejkids,0,
166,[166] [국제발신]      대   !비                1 44538183            s x,0,
167,[167] [Web발신]1162차 번호 확인zxcv.be/nqnay5u,1,zxcv.be/nqnay5u
168,[168] 씨유에유!가입첫충최대③oㅍ 드려유!루Z/출석/콤ㅍ/무료루렛까지!지금 당장 오! SEE U!3⑦4cⓑⓑ.com,1,374cbb.com
169,[169] [Web발신]10개 번호 무 료 전 달13.36.40.45.35.25.빅.데.이.터 [이은희]https://무료행복.enn.kr,1,https://무료행복.enn.kr
170,[170] [국제발신]５콩 드립니다㉫㉣  df056,0,
171,[171] [국제발신]                  1                 구     5      q6c.us/e26▲     ▲,1,q6c.us/e26
172,[172] [국제발신]                     7613-6048,0,
173,[173] [국외발신]？？？？？？？？ ？？？？？？？？？1？？？ ？？？？？？？？？？？？？구？？？？ 5？？？？？？q6c.us/e26▲？？？？？▲,1,q6c.us/e26
174,[174] [Web발신]L/O/T/T이번주번호 확인8.9.12.15.31.32.https://상담사_이영은.enn.kr클릭,1,https://상담사_이영은.enn.kr
175,[175] [국제발신]*중리동**첫*20%*대전1번매장*정품고수!!*강부장81164756↑↑↑↑↑☎,0,
176,[176] [국외발신]*중리동**첫*20%*대전1번매장*정품고수!!*강부장81164756↑↑↑↑↑☎,0,
177,[177] [국제발신]           장                  용            인    15분   you,0,
178,[178] [Web발신]1162회차06.xx.20.xx.31.426개월 무료 파격조건 골드회원 해택받기▼https://bit.ly/hw_952,1,https://bit.ly/hw_952
179,"[179] [Web발신]안녕하세요 F I Y token 거,래,소 「플 라 이 Token」에서 회원님의 자_산 보 호를 위해 안내드립니다.■2 5년 0 3월 0 6일 (목) ■※ 소 _ 멸 일자에 다가온 자_산_보존을 위하여 안내드립니다.※장기간동안 접속 또는 이력이 없는 휴먼계정으로 가지고있는 B _ T_ C """"0 3월 1 0일"""" 없어지게 될 예정입니다.※ 소 _ 멸 일정 안내 1 B _ T_ C※소중한 자_산을 빠른시일이내 찾아가시길 바랍니다.☜ 곧 사라질 B _ T_ C ☞→ 보유중인 : 1 B _ T_ C→ 1 B _ T_ C지금 KRW : 135,700,000원■ 카 톡 실시간 상담 바로가기 ■https://buly.kr/2qXxgh0■복구 안내 바로가기 텔 레 , 카 톡 바로가기https://buly.kr/4mcIABp위에 링크를 눌러 빠르게 상담을 받으세요당사 서비스 종료 기간이 얼마 남지 않았습니다. 빠르게 상담을 받으시고 B _ T_ C 를 찾아가시길 바랍니다.이용 및 사용해주시는 회원님들께 진심으로 감사드리며 오늘 하루도 좋은 하루 보내시길 바라겠습니다광고수신거부 01585490122

MMS/안녕하세요""",1,https://buly.kr/2qXxgh0 https://buly.kr/4mcIABp
180,"[180] [Web발신]겨우내 움츠렸던 일상의 단조로움을 깨고희망의 기지개를 켜는 희망의 달이 되었으면 합니다.행복이 넘치는 한 달 되셨으면 합니다.입장 가능한 시점에 이렇게메세지 드리고 있습니다.적발 및 걱정하실만한 일이 일어날 일은해외에 있기에 절대 없습니다.▶ 집 :  http://ⓚv-mⓐe.com▶ 오티피 : SX소액으로도전하셔서 나중에 믿음이가실 때 이용하셔도 상관없습니다.졸업은 있습니다.하지만 연락을 드린 후진행하오니 걱정안하셔도 됩니다.이전부터 저희쪽을 이용하시고 계신 분들도단 한건의 사건 없이만족하고 잘 이용하고 계십니다.ㅋ.ㅏ지노 롤링콤푸 최대 0.8%S'I.o.t 롤링콤푸 최대 1.5%스포츠는 유럽식입니다.처음보는 곳을그냥 이용하시기 보다는보다 안정감 있는 저희와함께 해보시길 바랍니다.지금 진행하는 행사는첫 10% , 매 10%첫방문시 5+3, 10+5, 20+8,30+10, 50+15, 100+30다양하게 진행하고있습니다.첫 환까지 30프로 추가로 드려요무료거부 0808770505

MMS/-""",1,http://kv-mae.com
181,"[181] MMS 스팸신고[Web발신]겨우내 움츠렸던 일상의 단조로움을 깨고희망의 기지개를 켜는 희망의 달이 되었으면 합니다.행복이 넘치는 한 달 되셨으면 합니다.입장 가능한 시점에 이렇게메세지 드리고 있습니다.적발 및 걱정하실만한 일이 일어날 일은해외에 있기에 절대 없습니다.▶ 집 :  http://ⓚv-mⓐe.com▶ 오티피 : SX소액으로도전하셔서 나중에 믿음이가실 때 이용하셔도 상관없습니다.졸업은 있습니다.하지만 연락을 드린 후진행하오니 걱정안하셔도 됩니다.이전부터 저희쪽을 이용하시고 계신 분들도단 한건의 사건 없이만족하고 잘 이용하고 계십니다.ㅋ.ㅏ지노 롤링콤푸 최대 0.8%S'I.o.t 롤링콤푸 최대 1.5%스포츠는 유럽식입니다.처음보는 곳을그냥 이용하시기 보다는보다 안정감 있는 저희와함께 해보시길 바랍니다.지금 진행하는 행사는첫 10% , 매 10%첫방문시 5+3, 10+5, 20+8,30+10, 50+15, 100+30다양하게 진행하고있습니다.첫 환까지 30프로 추가로 드려요무료거부 0808770505
MMS/-""",1,http://kv-mae.com
182,[182] 순금1돈프로모션https://vo.la/TkdCcnAI빅데이터 나온 무료넘버▼문의▼무료거부01585490148,1,https://vo.la/TkdCcn
183,"[183] 안녕하세요 F I Y token 거,래,소 「플 라 이 Token」에서 회원님의 자_산 보 호를 위해 안내드립니다.■2 5년 0 3월 0 6일 (목) ■※ 소 _ 멸 일자에 다가온 자_산_보존을 위하여 안내드립니다.※장기간동안 접속 또는 이력이 없는 휴먼계정으로 가지고있는 B _ T_ C """"0 3월 1 0일"""" 없어지게 될 예정입니다.※ 소 _ 멸 일정 안내 1 B _ T_ C※소중한 자_산을 빠른시일이내 찾아가시길 바랍니다.☜ 곧 사라질 B _ T_ C ☞→ 보유중인 : 1 B _ T_ C→ 1 B _ T_ C지금 KRW : 135,700,000원■ 카 톡 실시간 상담 바로가기 ■https://buly.kr/2qXxgh0■복구 안내 바로가기 텔 레 , 카 톡 바로가기https://buly.kr/4mcIABp위에 링크를 눌러 빠르게 상담을 받으세요당사 서비스 종료 기간이 얼마 남지 않았습니다. 빠르게 상담을 받으시고 B _ T_ C 를 찾아가시길 바랍니다.이용 및 사용해주시는 회원님들께 진심으로 감사드리며 오늘 하루도 좋은 하루 보내시길 바라겠습니다광고수신거부 01585490122

MMS/안녕하세요""",1,https://buly.kr/2qXxgh0 https://buly.kr/4mcIABp
